Front Rideheight,Rear Rideheight,Raw Downforce Mean,Raw Drag Mean
6.433444537,4.080627385,0.0,0.3460355091253007
6.439794537,4.086977385,0.012233214671629078,0.41938124946553046
6.446144537,4.093327385,0.03280369681812134,0.5456720829143826
6.452494537,4.099677385,0.0700926245400888,0.6592361121638071
6.465194537,4.112377385,0.10278412020391414,0.7666100281820576
6.150546887,4.343750774,0.15763495296434504,0.35847027702739
6.156896887,4.350100774,0.190102565633139,0.44686186798160676
6.163246887,4.356450774,0.2073851944951537,0.5210958804982191
6.169596887,4.362800774,0.23640774223624694,0.6756356310929412
6.175946887,4.369150774,0.2389341752736387,0.7660369882002556
6.188646887,4.381850774,0.18547714193783937,0.7997061830174133
5.86125729,4.600563179,0.2228559077247687,0.12341499250151955
5.86760729,4.606913179,0.2996063221873908,0.318080160312185
5.87395729,4.613263179,0.31764447553679087,0.3422413426550861
5.88665729,4.625963179,0.37920831365755525,0.6269736831704051
5.89935729,4.638663179,0.36315644998240604,0.7181293841695826
5.905592841,4.645119628,0.34453368515742877,0.7977234893495719
5.578284992,4.863755999,0.3767496955751892,0.13124922446825593
5.584634992,4.870105999,0.4109653538752931,0.22715861110289381
5.597334992,4.882805999,0.4582699569816673,0.49362139501849
5.603684992,4.889155999,0.46099410374603655,0.6269289164102929
5.622734992,4.908205999,0.4845035578850032,0.7483041530430761
5.288939246,5.120620629,0.4595849829808083,0.0
5.295289246,5.126970629,0.5449474760319726,0.19438756103539845
5.307989246,5.139670629,0.6037513705399626,0.45805135050855483
5.314339246,5.146020629,0.6314147943692676,0.5895043601605572
5.333389246,5.165070629,0.5888672681033715,0.8204330901617851
5.339739246,5.171420629,0.5877937010400811,0.7914828581071234
5.005929301,5.383848465,0.5750092668343751,0.12028168150000695
5.012279301,5.390198465,0.662094718218321,0.15381934153205634
5.018629301,5.396548465,0.715940508254401,0.2619721678503275
5.031329301,5.409248465,0.7219770035206947,0.5141732487615194
5.037679301,5.415598465,0.6157049626935573,0.7007698517123337
5.050379301,5.428298465,0.5902742893466995,0.9258864309194408
5.056729301,5.434648465,0.5865096135638561,0.7878260119359446
4.741964409,5.666130901,0.8424744424652291,0.48813575866058656
4.748314409,5.672480901,0.8022837520048345,0.5390760047713563
4.754664409,5.678830901,0.7678059003995648,0.6029610691054117
4.767364409,5.691530901,0.6785177710033041,1.0
4.458953822,5.929359334,1.0,0.3253562419192768
4.465303822,5.935709334,0.9643045052197436,0.5451259196305678
4.471653822,5.942059334,0.9382546713329427,0.5959484437483908
4.207706791,6.224325159,0.9437413503251575,0.5453761749237103
